description,country,variety
Herb and mint aromas dance with lactic berry notes and as it unfolds a mask of sawdust and forced oak rises up to smother things. The palate is woody tart and lemony with an angular feel and a resiny finish. Harmony is in short supply here.,Chile,Carmenère
Despite the higher price and “reserva” name this Chard is actually more dull than Terrmater's regular '07 wine which is innocuous at best. This one is tan and oxidized with flat chunky flavors and a dull melony finish.,Chile,Chardonnay
Almost neutral aromas of cantaloupe and nectarine are dusty on the nose. This Carmenère-based dry rosé is citric juicy and tight on the palate with grapefruit and other citrus flavors adding life. Orange and citrus pith notes control the finish.,Chile,Rosé
Although this is heavily oaked with minty dark aromas of shoe polish char and black licorice it's solid and generous as a whole. Grabby and tannic in feel but not to an extreme level this tastes of herbs charred oak and black fruits. A mild green note works its way onto a woody finish.,Chile,Merlot
Gritty and corny on the nose and frankly it's almost acrid.  Bitter; the only fruit that comes up is banana.,Chile,Chardonnay
A little rough all the way along with olive black cherry and blackberry aromas yielding to mildly tart berry flavors. Acidity is jumpy and twangy making the wine a little hot and streaky. But that intensity will serve it well if you're drinking it with a burger or skirt steak. Imported by Excelsior Wine & Spirits.,Chile,Cabernet Sauvignon
Deep purple in color with grapy aromas of blackberry mixed with Graham cracker this feels big fat and syrupy. Black plum and blackberry flavors finish thick and jammy. Hailing from a hot year this lacks definition but piles it on with ripe black-fruit flavors and weight.,Chile,Syrah
Solid Pinot Noir at this price isn't something you find every day. Plum cherry and earthy spice notes are varietally on target. This feels round but with adequate acidity and good balance. Light oak flavors accent cherry and red-plum notes while this tastes slightly green on the finish.,Chile,Pinot Noir
Cherry cassis tomato sauce and crushed leaves are the aromas on this rubbery-feeling Carmenère. Spiced cherry flavors don't show much depth or complexity while this feels dry and tastes lightly oaky on the finish.,Chile,Carmenère
Dusty gritty citrus aromas are briny and piercing. This feels honest and solid but cutting. Grassy flavors blend with lean citrus notes prior to a basic short finish.,Chile,Sauvignon Blanc
Cherry plum and oak aromas are more subtle than forced. This is mostly Syrah and Carignan with some Cab Franc and Petit Verdot. Dark peppery toasty black-fruit flavors finish full and grabby with notes of cassis herbs and spice. Drink through 2018.,Chile,Red Blend
Scratchy plum and spice aromas are entirely typical for coastal Chile. This wine feels racy and a bit high in acidity while flavors of orange peel pie cherry red plum and mild oak end with juicy length and an indication that this is a quality wine especially by Chilean Pinot Noir standards.,Chile,Pinot Noir
Hailing from a vineyard planted 900 meters above sea level this Syrah-led blend is black as night gaseous on the nose and loaded with heavy ripe berry flavors. It's rich chewy dense and delivers a truck load's worth of blackberry boysenberry prune and chocolate on top of a rugged brawny saturated foundation.,Chile,Red Blend
Dark and charred with aromas of shoe polish asphalt coconut and blackberry. It's masculine in style with firm tannins that bite down in support of concentrated black fruit chocolate and spice flavors. Coffee bitterness and heat work the finish on this tannic full-bodied Cabernet.,Chile,Cabernet Sauvignon
Rooty and rich at first blush with dark black fruit aromas leading the charge. The palate is lively and snappy with fleshy but short flavors of blackberry cassis liqueur and coconut. Quite extracted and full but also a touch hard and short with a few holes in the texture. Carmenère (60%) and Malbec (40%).,Chile,Red Blend
Nice and aromatic with cola tobacco fallen dried leaves and dark fruits. The palate has some scratch and acidity to it but the flavors are good and lively with a focus on dark plum and cherry. A bit more acidic than I like but still healthy and very nice for varietal Carmenère.,Chile,Carmenère
Dark berry mineral and baked notes control the nose on this blend of Cabernet Sauvignon Carmenère Petit Verdot and Syrah. This is full round and firmly tannic with oaky minty flavors of black fruits and licorice root. Mocha tobacco chocolate and coffee flavors are nice on the finish. Drink through 2018.,Chile,Red Blend
After an initial wave of briny rubbery aromas this turns towards lively raspberry scents topped by toasty oak. Fresh and punchy in the mouth with elegance this tastes of red raspberry and herbal plum. A lightly salty finish with tomato and plum flavors is fresh and lasting.,Chile,Pinot Noir
Gillmore is one of the Maule Valley's top producers of Carignan. This warm-vintage offering smells of cedar balsamic notes spice and dark fruits. In the mouth it's a touch choppy while salty plum fresh tomato herb and spice flavors end long spicy and oaky. Drink through 2021.,Chile,Carignan
Tight-grained oak vanilla graphite plum and cassis aromas are attractive as a whole. This feels good but a bit tartaric and scratchy. Ripe black-fruit flavors are pure Peumo while touches of licorice and chocolate add to the fun. A saturated finish tastes of blackberry black currant and peppery spice. Drink through 2022.,Chile,Carmenère
A yellowish color and mix of petrol candle wax and dried white-fruit aromas precede an intense palate that's oily in texture and displays a strong sense of grape-skin tannins. Flavors of lemon pineapple and tarragon run long on a warm chunky finish. Drink through 2019.,Chile,Riesling
On first take this hefty Carmenère smells almost entirely of massive oak and related vanilla and maple although airing calms things down. A dense heavily oaked palate is extracted and full in body. Charred oak and coffee flavors cover blackberry and cassis notes while this is flush on a huge finish.,Chile,Carmenère
Flat fruitless aromas are suggestive of green herbs and vegetables. This feels big sticky and cloying with almost no acidity. Melony flavors are heavy and sweet and there's a wheaty oxidized flavor to the finish.,Chile,Chardonnay-Viognier
Bland midland aromas of dusty apple land on vegetal after this airs out. A flat no-spine palate and green flavors of tropical fruits and vegetables end with green-herb notes of thyme and tarragon.,Chile,Sauvignon Blanc
Aromas of spoiled cider and mustard don't cut it. This is spritzy and acidic on the palate. Flavors of cactus pad and citrus are pithy and green and on the finish the pyrazines are jacked way up.,Chile,Sauvignon Blanc
Aromas of waxy stone fruits and gasoline announce a wine with issues. This Viognier feels citric and racy with little body given the grape type. Flavors of lemon lime and pickle brine finish with sour grapefruit notes.,Chile,Viognier
Muddled aromas of seashell and earthy fruit fail to convey quality. This feels sticky and creamy as if loaded with residual sugar and fake oak. Grainy candied-berry flavors finish flat.,Chile,Carmenère
Generic neutral aromas hint at apple and peach. This shows moderate life on the palate but that quickly slips away. Bland apple and apricot flavors finish with a note of oxidation.,Chile,Sauvignon Blanc
Cherry aromas are dilute and overall the bouquet on this Leyda Pinot Noir is limited. Tart hard medicinal red-berry flavors are nondistinct and oaky. The finish is raw hot and lacking in fruit.,Chile,Pinot Noir
Strange aromas of tree bark pool water and funky berry fruit are not inviting. This organic Cabernet feels awkward and grabby while flavors of jammy berry fruits finish flabby wayward and with little charm.,Chile,Cabernet Sauvignon
Murky in color and like pure raisin juice on the nose this alarmingly unbalanced raisiny Cab holds mild enjoyment.,Chile,Cabernet Sauvignon
Initially this smells baked soupy and raisiny although airing lightens things up a bit. A rich syrupy palate battles to support its own weight while heavily oaked baked berry flavors finish chocolaty meaty and with wayward oak. Drink through 2023.,Chile,Cabernet Franc
